No,ID,name,address,same address as evac site,comments,eligible_people,latitude,longitude,remarks
496,E1310300032123,新橋はつらつ太陽,東京都港区新橋6-19-2,1,,要支援者,35.661171,139.753763,
497,E1310300032121,老人保健施設新橋ばらの園,東京都港区新橋6-19-2,1,,要支援者,35.661167,139.753791,
498,E1310300032114,福祉プラザさくら川,東京都港区新橋6-19-2,1,,,35.661199,139.753813,
499,E1310300033111,御成門中学校,東京都港区西新橋3-25-30,1,,,35.66163,139.750419,
500,E1310300034111,西麻布いきいきプラザ,東京都港区西麻布2-13-3,1,,,35.660909,139.722781,
501,E1310300035111,笄小学校,東京都港区西麻布3-11-16,1,,,35.656452,139.724888,
502,E1310300036111,高陵中学校,東京都港区西麻布4-14-8,1,,,35.656892,139.720523,
503,E1310300037121,特別養護老人ホームベル,東京都港区西麻布4-7-2,,,要支援者,35.656143,139.722319,
504,E1310300038111,赤坂区民センター,東京都港区赤坂4-18-13,1,,,35.674757,139.731694,
505,E1310300039111,赤坂いきいきプラザ,東京都港区赤坂6-4-8,1,,,35.670358,139.734936,
506,E1310300040122,特別養護老人ホームサン・サン赤坂,東京都港区赤坂6-6-14,1,,要支援者,35.6698,139.737599,
507,E1310300040113,サン・サン赤坂（赤坂子ども中高生プラザ）,東京都港区赤坂6-6-14,1,,,35.669633,139.737538,
508,E1310300040121,高齢者在宅サービスセンターサン・サン赤坂,東京都港区赤坂6-6-14,1,,要支援者,35.6697,139.73762,
509,E1310300041111,赤坂小学校,東京都港区赤坂8-13-29,1,,,35.669195,139.73124,
510,E1310300042111,赤坂中学校,東京都港区赤坂9-2-3,,,,35.668213,139.731348,
511,E1310300043111,お台場学園港陽小・中学校,東京都港区台場1-1-5,1,,,35.633986,139.777247,
512,E1310300044111,台場区民センター,東京都港区台場1-5-1,1,,,35.629996,139.777122,
513,E1310300045121,台場高齢者在宅サービスセンター,東京都港区台場1-5-5,,,要支援者,35.630636,139.778104,
514,E1310300046111,旧飯倉小学校,東京都港区東麻布2-1-1,1,,,35.658175,139.742695,
515,E1310300047111,飯倉いきいきプラザ,東京都港区東麻布2-16-11,1,,,35.656942,139.740899,
516,E1310300048111,青山いきいきプラザ,東京都港区南青山2-16-5,1,,,35.669159,139.721259,
517,E1310300049111,青山小学校,東京都港区南青山2-21-2,1,,,35.669966,139.719079,
518,E1310300050111,青南いきいきプラザ,東京都港区南青山4-10-1,1,,,35.666481,139.717319,
519,E1310300051111,青南小学校,東京都港区南青山4-21-15,1,,,35.663463,139.716128,
520,E1310300052121,南麻布高齢者在宅サービスセンター,東京都港区南麻布1-5-26,1,,要支援者,35.651378,139.735172,
521,E1310300052112,南麻布いきいきプラザ,東京都港区南麻布1-5-26,1,,,35.651408,139.735148,
522,E1310300053111,東町小学校,東京都港区南麻布1-8-11,1,,,35.650701,139.735665,
523,E1310300054121,老人保健施設ルネサンス麻布,東京都港区南麻布2-10-21,,,要支援者,35.647896,139.735143,
524,E1310300055111,本村小学校,東京都港区南麻布3-9-33,1,,,35.649779,139.729964,
525,E1310300056123,特別養護老人ホームありすの杜きのこ南麻布,東京都港区南麻布4-6-1,,,要支援者,35.650257,139.726589,
526,E1310300056122,特別養護老人ホーム洛和ヴィラ南麻布,東京都港区南麻布4-6-1,,,要支援者,35.650281,139.726851,
527,E1310300056121,老人保健施設洛和ヴィラサラサ,東京都港区南麻布4-6-1,,,要支援者,35.650394,139.726762,
528,E1310300057121,南麻布シニアガーデン　アリス,東京都港区南麻布4-6-13,,,要支援者,35.650455,139.727508,
529,E1310300057123,児童発達支援センター,東京都港区南麻布4-6-13,,,要支援者,35.650387,139.727066,
530,E1310300057122,障害者支援ホーム南麻布,東京都港区南麻布4-6-13,,,要支援者,35.650556,139.72752,
531,E1310300058111,麻布子ども中高生プラザ・ありすいきいきプラザ,東京都港区南麻布4-6-7,1,,,35.651053,139.72745,
532,E1310300059121,特別養護老人ホーム麻布慶福苑,東京都港区南麻布5-1-20,,,要支援者,35.653656,139.721949,
533,E1310300060111,白金いきいきプラザ,東京都港区白金3-10-12,1,,,35.644881,139.730975,
534,E1310300061111,旧三光小学校,東京都港区白金3-18-2,1,,,35.644283,139.729296,
535,E1310300062111,白金の丘学園白金の丘小・中学校,東京都港区白金4-1-12,1,,,35.643672,139.726904,
536,E1310300063111,旧神応小学校,東京都港区白金6-9-5,1,,,35.643503,139.724573,
537,E1310300064111,白金小学校,東京都港区白金台1-4-26,1,,,35.636767,139.728694,
538,E1310300065111,白金台いきいきプラザ,東京都港区白金台4-8-5,1,,,35.6377,139.725011,
539,E1310300066121,高齢者在宅サービスセンター白金の森,東京都港区白金台5-20-5,,,要支援者,35.637161,139.722067,
540,E1310300066122,特別養護老人ホーム白金の森,東京都港区白金台5-20-5,,,要支援者,35.637137,139.722073,
541,E1310300067111,エコプラザ,東京都港区浜松町1-13-1,1,,,35.658827,139.756887,
542,E1310300068111,神明子ども中高生プラザ・神明いきいきプラザ,東京都港区浜松町1-6-7,1,,,35.658824,139.757538,
543,E1310300069111,青山中学校,東京都港区北青山1-1-9,1,,,35.674238,139.722164,
544,E1310300070121,北青山高齢者在宅サービスセンター,東京都港区北青山1-6-1,,,要支援者,35.673467,139.721763,
545,E1310300071111,麻布小学校,東京都港区麻布台1-5-15,1,,,35.661842,139.738504,
546,E1310300072111,麻布区民センター,東京都港区六本木5-16-45,1,,,35.660657,139.735062,
547,E1310300073111,六本木中学校,東京都港区六本木6-8-16,1,,,35.660894,139.732209,
548,E1311800001111,第一中学校,東京都荒川区荒川1-30-1,1,,,35.734593,139.787775,
549,E1311800002121,荒川老人福祉センター,東京都荒川区荒川1-34-6,,,要介護4から5に認定されている在宅高齢者,35.734219886306,139.78696780391,
550,E1311800002122,荒川東部在宅高齢者通所サービスセンター,東京都荒川区荒川1-34-6,,,要介護4から5に認定されている在宅高齢者,35.734246013212,139.78688733764,
551,E1311800003111,第三峡田小学校,東京都荒川区荒川1-43-1,1,,,35.733588,139.786046,
552,E1311800004121,心身障害者福祉センター（荒川たんぽぽセンター）,東京都荒川区荒川1-53-20,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.73302502927,139.78443747678,
553,E1311800005121,荒川生活実習所・荒川福祉作業所,東京都荒川区荒川1-53-9,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.732908458922,139.78511572008,
554,E1311800006111,第二峡田小学校,東京都荒川区荒川2-30-1,1,,,35.738407,139.782262,
555,E1311800007111,ゆいの森あらかわ,東京都荒川区荒川2-50-1,1,,,35.739563197561,139.78404742957,
556,E1311800008121,障害者福祉会館（アクロスあらかわ）,東京都荒川区荒川2-57-8,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.740536908233,139.78327921465,
557,E1311800009111,峡田ふれあい館,東京都荒川区荒川3-3-10,1,,,35.733823,139.784128,
558,E1311800011111,生涯学習・教育センター,東京都荒川区荒川3-49-1,1,,,35.734904,139.78017,
559,E1311800012111,峡田小学校,東京都荒川区荒川3-77-1,1,,,35.736361,139.777429,
560,E1311800013121,特別養護老人ホーム花の木ハイム荒川,東京都荒川区荒川5-47-2,,,要介護4から5に認定されている在宅高齢者,35.739779025346,139.776164006,
561,E1311800014111,花の木ひろば館,東京都荒川区荒川5-50-5,,,,35.74019,139.774864,
562,E1311800016111,第四中学校,東京都荒川区荒川6-57-1,1,,,35.741346,139.77559,
563,E1311800017111,第九峡田小学校,東京都荒川区荒川6-8-1,1,,,35.74252,139.779466,
564,E1311800018111,荒川山吹ふれあい館,東京都荒川区荒川7-6-8,1,,,35.742562,139.783945,
565,E1311800090111,荒川さつき会館,東京都荒川区荒川8-16-13,,,,35.739445397743,139.78714274722,
566,E1311800021111,ひぐらし小学校,東京都荒川区西日暮里2-32-5,1,,,35.731346,139.772535,
567,E1311800022111,諏訪台中学校,東京都荒川区西日暮里2-36-8,1,,,35.732646,139.77181,
568,E1311800023111,諏訪台ひろば館,東京都荒川区西日暮里3-3-12,1,,,35.729655,139.76766,
569,E1311800024111,第一日暮里小学校,東京都荒川区西日暮里3-7-15,,,,35.730764,139.766327,
570,E1311800027111,西日暮里ふれあい館,東京都荒川区西日暮里6-24-4,1,,,35.736264,139.77078,
571,E1311800028121,生活クラブスニーカー,東京都荒川区西日暮里6-25-3,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.736642783268,139.77063373395,
572,E1311800029111,第六日暮里小学校,東京都荒川区西日暮里6-35-16,1,,,35.735465,139.769561,
573,E1311800030121,特別養護老人ホームあそかのぞみの郷,東京都荒川区西尾久1-1-12,,,要介護4から5に認定されている在宅高齢者,35.744424057633,139.76488060611,
574,E1311800031111,尾久宮前小学校,東京都荒川区西尾久1-4-17,1,,,35.746096,139.764609,
575,E1311800032111,尾久ふれあい館,東京都荒川区西尾久2-25-13,1,,,35.750213,139.763391,
576,E1311800091111,尾久八幡中学校,東京都荒川区西尾久3-14-1,1,,,35.753167,139.763888,
577,E1311800034111,第七中学校,東京都荒川区西尾久4-30-28,1,,,35.746494,139.758119,
578,E1311800035111,西尾久みどりひろば館,東京都荒川区西尾久4-6-4,,,,35.743925818237,139.76143396093,
579,E1311800035121,尾久生活実習所・分場,東京都荒川区西尾久4-6-4,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.744073852546,139.76111477808,
580,E1311800036111,尾久西小学校,東京都荒川区西尾久5-27-12,1,,,35.750295,139.75846,
581,E1311800037121,尾久生活実習所（障がい者）,東京都荒川区西尾久6-17-3,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.751635560326,139.75892498161,
582,E1311800037122,尾久生活実習所（高齢者）,東京都荒川区西尾久6-17-3,,,要介護4から5に認定されている在宅高齢者,35.751740045041,139.75892498161,
583,E1311800038111,尾久第六小学校,東京都荒川区西尾久8-26-9,1,,,35.752141,139.754307,
584,E1311800039111,西尾久ふれあい館,東京都荒川区西尾久8-33-31,1,,,35.751613,139.753349,
585,E1311800040111,町屋ふれあい館,東京都荒川区町屋1-35-8,1,,,35.744096,139.785793,
586,E1311800041111,第五中学校,東京都荒川区町屋1-37-16,1,,,35.744708235122,139.78703944048,
587,E1311800042111,第四峡田小学校,東京都荒川区町屋2-11-6,1,,,35.745006,139.779945,
588,E1311800044111,第五峡田小学校,東京都荒川区町屋3-17-24,1,,,35.748332,139.781623,
589,E1311800045121,スタートまちや,東京都荒川区町屋3-28-2,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.748798203696,139.78239114872,
590,E1311800046111,大門小学校,東京都荒川区町屋4-27-8,1,,,35.748744,139.77675,
591,E1311800047111,原中学校,東京都荒川区町屋5-12-6,1,,,35.751119,139.779431,
592,E1311800048111,荒木田ふれあい館,東京都荒川区町屋6-13-2,1,,,35.750399,139.783381,
593,E1311800049121,スクラムあらかわ,東京都荒川区町屋6-28-13,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.752236040714,139.78384051589,
594,E1311800050121,特別養護老人ホームさくら館,東京都荒川区町屋7-10-6,,,要介護4から5に認定されている在宅高齢者,35.74929446487,139.78680187961,
595,E1311800051121,特別養護老人ホームおたけの郷,東京都荒川区町屋7-18-11,,,要介護4から5に認定されている在宅高齢者,35.749707954903,139.78933431695,
596,E1311800053111,第七峡田小学校,東京都荒川区町屋8-19-12,1,,,35.748271,139.787955,
597,E1311800054111,東日暮里ふれあい館,東京都荒川区東日暮里1-17-13,1,,,35.729816040668,139.78991707178,
598,E1311800055121,グループホームひぐらし,東京都荒川区東日暮里2-45-12,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.730243576974,139.78377434159,
599,E1311800056111,第三日暮里小学校,東京都荒川区東日暮里3-10-17,1,,,35.728784,139.781423,
600,E1311800057111,夕やけこやけふれあい館,東京都荒川区東日暮里3-11-19,1,,,35.729964,139.781378,
601,E1311800058122,東日暮里在宅高齢者通所サービスセンター,東京都荒川区東日暮里3-8-16,,,要介護4から5に認定されている在宅高齢者,35.729538543667,139.78241911911,
602,E1311800058121,作業所ボンエルフ,東京都荒川区東日暮里3-8-16,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.729468867779,139.78230110192,
603,E1311800059111,竹台高等学校,東京都荒川区東日暮里5-14-1,1,,,35.726136,139.777948,
604,E1311800060111,第二日暮里小学校,東京都荒川区東日暮里5-2-1,1,,,35.728364,139.778228,
605,E1311800062111,ひぐらしふれあい館,東京都荒川区東日暮里6-28-15,1,,,35.733031624634,139.77600764176,
606,E1311800063111,東尾久小沼ひろば館,東京都荒川区東尾久1-21-23,,,,35.739434745426,139.77126429944,
607,E1311800064111,第九中学校,東京都荒川区東尾久2-23-5,1,,,35.74327,139.772756,
608,E1311800065111,東尾久本町通りふれあい館,東京都荒川区東尾久2-37-14,1,,,35.744702619395,139.77140955878,
609,E1311800066111,赤土小学校,東京都荒川区東尾久2-43-9,1,,,35.743248,139.769394,
610,E1311800069111,宮の前ひろば館,東京都荒川区東尾久5-45-11,,,,35.74863920319,139.76637557536,
611,E1311800069121,精神障害者地域生活支援センター（アゼリア）,東京都荒川区東尾久5-45-11,,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.748721923381,139.76637557536,
612,E1311800070111,尾久小学校,東京都荒川区東尾久5-6-7,1,,,35.747369,139.768805,
613,E1311800071111,熊野前ひろば館・男女平等推進センター,東京都荒川区東尾久5-9-3,1,,,35.748271,139.768901,
614,E1311800072111,第六瑞光小学校,東京都荒川区南千住1-4-11,1,,,35.733123,139.789133,
615,E1311800073111,瑞光小学校,東京都荒川区南千住1-51-1,1,,,35.734902,139.791051,
616,E1311800074121,特別養護老人ホームサンハイム荒川,東京都荒川区南千住3-14-7,,,要介護4から5に認定されている在宅高齢者,35.730327206521,139.80316513379,
617,E1311800075111,石浜ふれあい館,東京都荒川区南千住3-28-2,1,,,35.731301,139.806454,
618,E1311800076121,養護老人ホーム千寿苑,東京都荒川区南千住3-5-13,,,要介護4から5に認定されている在宅高齢者,35.729311133087,139.8007051363,
619,E1311800077121,南千住中部在宅高齢者通所サービスセンター,東京都荒川区南千住4-9-6,,,要介護4から5に認定されている在宅高齢者,35.736109044917,139.8043743276,
620,E1311800078111,第二瑞光小学校,東京都荒川区南千住5-8-1,1,,,35.733723,139.794703,
621,E1311800079121,南千住ふれあい館,東京都荒川区南千住6-36-13,1,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.733205,139.798309,
622,E1311800079111,南千住ふれあい館,東京都荒川区南千住6-36-13,1,,,35.738203,139.791072,
623,E1311800081111,荒川工科高等学校,東京都荒川区南千住6-42-1,1,,,35.737417,139.792419,
624,E1311800082121,特別養護老人ホーム癒しの里南千住,東京都荒川区南千住6-67-8,,,要介護4から5に認定されている在宅高齢者,35.738764515041,139.79470943099,
625,E1311800083111,南千住駅前ふれあい館,東京都荒川区南千住7-1-1,1,,,35.733171,139.798191,
626,E1311800084111,南千住第二中学校,東京都荒川区南千住7-25-1,1,,,35.736149,139.799801,
627,E1311800085111,第三瑞光小学校,東京都荒川区南千住7-9-1,1,,,35.735552,139.798727,
628,E1311800086111,第三中学校,東京都荒川区南千住8-10-1,1,,,35.73789,139.811309,
629,E1311800087111,汐入ふれあい館,東京都荒川区南千住8-2-2,1,,,35.734777,139.807124,
630,E1311800087121,汐入ふれあい館,東京都荒川区南千住8-2-2,1,,障がい者（身体障害者手帳1級・2級、知的障がい者、精神障がい者）,35.734517,139.807037,
631,E1311800088111,汐入小学校,東京都荒川区南千住8-2-3,1,,,35.735233,139.807157,
632,E1311800089111,汐入東小学校,東京都荒川区南千住8-9-3,1,,,35.73895,139.811625,
633,E1321400001111,国分寺市立第十小学校,東京都国分寺市戸倉3-5,1,,,35.7083195,139.4542302,
634,E1321400002121,福祉センター・生きがいセンターとくら,東京都国分寺市戸倉4-14,,,要配慮者,35.708091,139.455656,
635,E1321400003121,ひかりプラザ,東京都国分寺市光町1-46-8,1,,要配慮者,35.70250868,139.4446672,
636,E1321400004111,国分寺市立第二小学校,東京都国分寺市光町3-1,1,,,35.70801491,139.4445493,
637,E1321400005121,光公民館・図書館,東京都国分寺市光町3-13-19,,,要配慮者,35.707834,139.443205,
638,E1321400006121,ひかり保育園,東京都国分寺市光町3-24-2,,,乳幼児,35.706341,139.440766,
639,E1321400007111,国分寺市立第三中学校,東京都国分寺市高木町2-11,1,,,35.71117399,139.4383454,
640,E1321400008111,都立国分寺高校,東京都国分寺市新町3-2-5,1,,,35.71219233,139.4479534,
641,E1321400009111,国分寺市立第四小学校,東京都国分寺市西元町1-8-1,1,,,35.69589962,139.4700788,
642,E1321400010111,国分寺市立第四中学校,東京都国分寺市西元町3-10-7,1,,,35.69046756,139.4704052,
643,E1321400011121,もとまちプラザ,東京都国分寺市西元町3-18-12,,,要配慮者,35.691222,139.474831,
644,E1321400012121,西町プラザ,東京都国分寺市西町3-22-1,,,要配慮者,35.710814,139.434344,
645,E1321400013111,国分寺市立第八小学校,東京都国分寺市西町5-18,1,,,35.71644282,139.4329478,
646,E1321400014122,室内プール・生きがいセンターこいがくぼ,東京都国分寺市西恋ケ窪3-32-6,,,要配慮者,35.705743,139.465342,
647,E1321400015111,国分寺市立第九小学校,東京都国分寺市西恋ケ窪4-12-6,1,,,35.7074182,139.4645009,
648,E1321400016122,恋ヶ窪公民館・図書館,東京都国分寺市西恋ケ窪4-12-8,1,,要配慮者,35.707741,139.464259,
649,E1321400017121,障害者センター,東京都国分寺市泉町2-3-8,1,,要配慮者,35.696212,139.468413,
650,E1321400018121,いきいきセンター,東京都国分寺市泉町2-6-36,,,要配慮者,35.697482,139.467863,
651,E1321400019121,こくぶんじ保育園,東京都国分寺市泉町2-7-2,,,乳幼児,35.698659,139.46833,
652,E1321400020121,いずみホール,東京都国分寺市泉町3-36-12,1,,要配慮者,35.69884761,139.4649328,
653,E1321400022111,国分寺市立第一小学校,東京都国分寺市東元町2-1-20,1,,,35.69263512,139.4847009,
654,E1321400023121,もとまち公民館・図書館,東京都国分寺市東元町2-3-13,,,要配慮者,35.692144,139.483452,
655,E1321400024121,さわやかプラザもとまち,東京都国分寺市東元町2-5-17,,,要配慮者,35.691721,139.48099,
656,E1321400025111,国分寺市立第一中学校,東京都国分寺市東戸倉2-6,1,,,35.71229049,139.465392,
657,E1321400026111,国分寺市立第三小学校,東京都国分寺市東恋ケ窪2-13,1,,,35.70796178,139.4775512,
658,E1321400027122,恋ヶ窪保育園,東京都国分寺市東恋ケ窪2-6-13,,,乳幼児,35.706527,139.477224,
659,E1321400028122,北の原地域センター,東京都国分寺市東恋ケ窪6-9-11,,,要配慮者,35.713664,139.469199,
660,E1321400029121,内藤地域センター,東京都国分寺市内藤2-22-34,1,,要配慮者,35.6980877,139.4562145,
661,E1321400030111,東京経済大学,東京都国分寺市南町1-7-34,1,,,35.69937442,139.4900123,
662,E1321400032121,本町・南町地域センター,東京都国分寺市南町3-21-1,1,,要配慮者,35.69984,139.478339,
663,E1321400033111,国分寺市立第五小学校,東京都国分寺市日吉町1-30,1,,,35.70395201,139.4594038,
664,E1321400034111,国分寺市立第六小学校,東京都国分寺市並木町2-1,1,,,35.71473261,139.4549353,
665,E1321400035121,並木公民館・図書館,東京都国分寺市並木町2-12-3,,,要配慮者,35.715823,139.453217,
666,E1321400036111,国分寺市立第五中学校,東京都国分寺市並木町2-15,1,,,35.71408171,139.4530363,
667,E1321400037121,北町地域センター,東京都国分寺市北町3-2-13,,,要配慮者,35.717761,139.449965,
668,E1321400038111,国分寺市立第七小学校,東京都国分寺市本多1-2-1,1,,,35.70358757,139.4837266,
669,E1321400039111,国分寺市立第二中学校,東京都国分寺市本多1-2-17,1,,,35.704111,139.482763,
670,E1321400040121,本多公民館・図書館,東京都国分寺市本多1-7-1,1,,要配慮者,35.705351,139.482448,
671,E1321500001111,国立第二小学校,東京都国立市西2-13,,,,35.69445,139.434565,
672,E1321500002111,国立第三中学校,東京都国立市谷保1348-1,,,,35.677222,139.440041,
673,E1321500003111,国立第一小学校,東京都国立市谷保6026,,,,35.680755,139.43681,
674,E1321500004111,国立第六小学校,東京都国立市谷保6600,,,,35.685045,139.427778,
675,E1321500006111,国立第八小学校,東京都国立市中1-3-1,,,,35.69823,139.436954,
676,E1321500010111,国立第一中学校,東京都国立市東4-24-1,,,,35.68835,139.451013,
677,E1321500010112,国立第三小学校,東京都国立市東4-24-1,,,,35.687679,139.452082,
678,E1321500012111,国立第七小学校,東京都国立市富士見台1-47-7,,,,35.681019,139.450795,
679,E1321500014111,国立第五小学校,東京都国立市富士見台2-47-2,,,,35.684884,139.441582,
680,E1321500015111,国立第二中学校,東京都国立市富士見台3-30,,,,35.68816,139.434663,
681,E1321500017111,国立第四小学校,東京都国立市北2-29,,,,35.700984,139.436007,
682,E1321900001111,グループホーム朋２,東京都狛江市岩戸南1-5-10,,,,35.631592,139.585074,
683,E1321900001121,グループホーム朋２,東京都狛江市岩戸南1-5-10,,,,35.631592,139.585063,
684,E1321900002121,岩戸地域センター,東京都狛江市岩戸南2-2-5,,,,35.6321481526466,139.586063592629,
685,E1321900002111,岩戸地域センター,東京都狛江市岩戸南2-2-5,,,,35.6321481526466,139.586063592629,
686,E1321900004111,狛江みずほ幼稚園,東京都狛江市岩戸南4-14-1,1,,,35.62632094,139.5902268,
687,E1321900004121,狛江みずほ幼稚園（保育室）,東京都狛江市岩戸南4-14-1,1,,,35.6265607596626,139.590256011429,
688,E1321900005121,こまえ苑（ふれあいホール）,東京都狛江市岩戸南4-17-17,,,,35.6258886754227,139.592527114532,
689,E1321900005111,こまえ苑（ふれあいホール）,東京都狛江市岩戸南4-17-17,,,,35.6258886754227,139.592527114532,
690,E1321900006111,狛江第六小学校,東京都狛江市駒井町1-21-1,1,,,35.6247876416129,139.584943795699,
691,E1321900007121,狛江市子育て・教育支援複合施設,東京都狛江市元和泉1-11-11,,,,35.631433,139.576068,
692,E1321900007111,狛江市子育て・教育支援複合施設,東京都狛江市元和泉1-11-11,,,,35.631435,139.576079,
693,E1321900008111,狛江第三中学校,東京都狛江市元和泉1-23-1,1,,,35.6302150019834,139.574467716787,
694,E1321900009121,ミライハウス元和泉（居間）,東京都狛江市元和泉2-16-11,,,,35.631708,139.57208,
695,E1321900009111,ミライハウス元和泉（居間）,東京都狛江市元和泉2-16-11,,,,35.631705,139.572087,
696,E1321900011121,西河原公民館,東京都狛江市元和泉2-35-1,,,,35.6334227351539,139.567023698142,
697,E1321900011112,あいとぴあセンター,東京都狛江市元和泉2-35-1,,,,35.6332962953433,139.567678157146,
698,E1321900011111,西河原公民館,東京都狛江市元和泉2-35-1,,,,35.6334227351539,139.567023698142,
699,E1321900011122,あいとぴあセンター,東京都狛江市元和泉2-35-1,,,,35.6332962953433,139.567678157146,
700,E1321900014111,都立狛江高等学校,東京都狛江市元和泉3-9-1,1,,,35.6277720930405,139.569914285206,
701,E1321900015121,野川地域センター,東京都狛江市西野川1-6-9,,,,35.646217862928,139.575520007794,
702,E1321900015111,野川地域センター,東京都狛江市西野川1-6-9,,,,35.646217862928,139.575520007794,
703,E1321900016121,こまえ正吉苑（ホームヘルパーステーション）,東京都狛江市西野川2-27-23,,,,35.645504,139.574085,
704,E1321900016111,こまえ正吉苑（ホームヘルパーステーション）,東京都狛江市西野川2-27-23,,,,35.64546,139.574038,
705,E1321900018111,愛光女子学園（むらさき寮）,東京都狛江市西野川3-14-26,,,,35.64541,139.569062,
706,E1321900018121,愛光女子学園（むらさき寮）,東京都狛江市西野川3-14-26,,,,35.645683,139.568689,
707,E1321900019121,複合介護施設和楽（機能訓練室）,東京都狛江市西野川4-6-9,,,,35.646561,139.569195,
708,E1321900019111,複合介護施設和楽（機能訓練室）,東京都狛江市西野川4-6-9,,,,35.646581,139.569194,
709,E1321900020111,こまえ正吉苑二番館（地域交流スペース）,東京都狛江市西野川4-8-8,,,,35.647385,139.569625,
710,E1321900020121,こまえ正吉苑二番館（地域交流スペース）,東京都狛江市西野川4-8-8,,,,35.647391,139.569647,
711,E1321900022111,西和泉体育館,東京都狛江市西和泉1-16-1,1,,,35.640286519122,139.56514058398,
712,E1321900023111,狛江こだま幼稚園,東京都狛江市中和泉3-14-8,1,,,35.63753959,139.5688432,
713,E1321900023121,狛江こだま幼稚園（ホール）,東京都狛江市中和泉3-14-8,1,,,35.6376398542838,139.568365779551,
714,E1321900024111,和泉小学校,東京都狛江市中和泉3-33-1,1,,,35.6348551676494,139.568605892534,
715,E1321900025111,狛江第三小学校,東京都狛江市猪方1-11-1,1,,,35.6277441565009,139.584482531408,
716,E1321900026111,狛江第二中学校,東京都狛江市猪方2-7-1,1,,,35.6269056466887,139.583088220458,
717,E1321900027121,南部地域センター,東京都狛江市猪方4-11-1,,,,35.6233993653771,139.579792158148,
718,E1321900027111,南部地域センター,東京都狛江市猪方4-11-1,,,,35.6233993653771,139.579792158148,
719,E1321900028121,グループホーム朋１,東京都狛江市東野川1-10-7,,,,35.642249,139.582028,
720,E1321900028111,グループホーム朋１,東京都狛江市東野川1-10-7,,,,35.642249,139.582026,
721,E1321900029111,狛江第五小学校,東京都狛江市東野川1-35-13,1,,,35.6438451453536,139.580923838684,
722,E1321900030121,子鹿幼稚園（ホール）,東京都狛江市東野川3-17-1,1,,,35.645958212318,139.58448549444,
723,E1321900030111,子鹿幼稚園,東京都狛江市東野川3-17-1,1,,,35.64595821,139.5844855,
724,E1321900031111,狛江第四中学校,東京都狛江市東野川4-1-1,1,,,35.6454168589598,139.581976114275,
725,E1321900032121,カレーショップ・メイ,東京都狛江市東和泉4-1-7,,,,35.627767,139.5735,
726,E1321900042111,カレーショップ・メイ,東京都狛江市東和泉４－１－７アイルスデール101,,,,35.627767,139.573503,
727,E1321900033111,中央公民館,東京都狛江市和泉本町1-1-5,1,,,35.6351806201441,139.578163394598,
728,E1321900033121,中央公民館,東京都狛江市和泉本町1-1-5,1,,,35.6351806201441,139.578163394598,
729,E1321900034111,狛江第一小学校,東京都狛江市和泉本町1-37-1,1,,,35.6374466151734,139.578177652281,
730,E1321900035111,狛江第一中学校,東京都狛江市和泉本町2-15-1,1,,,35.640460206077,139.577468524252,
731,E1321900037111,緑野小学校,東京都狛江市和泉本町4-3-1,1,,,35.641355393819,139.570184591167,
732,E1321900040111,上和泉地域センター,東京都狛江市和泉本町4-7-51,1,,,35.64520376413,139.56804433008,
733,E1320400001121,チャイルドデイケア　ケンパ井の頭,東京都三鷹市井の頭1-14-5,,,要配慮者及びその支援者,35.690702839068,139.58968225285,
734,E1320400002111,井の頭コミュニティ・センター,東京都三鷹市井の頭2-32-30,1,,,35.694034732492,139.5834856822,
735,E1320400003111,第五小学校（校舎・体育館）,東京都三鷹市井の頭2-34-21,1,,,35.693030118266,139.5820231402,
736,E1320400004111,明星学園小中学校,東京都三鷹市井の頭5-7-7,1,,,35.695094597713,139.57720277777,
737,E1320400005111,井口コミュニティ・センター,東京都三鷹市井口1-13-32,1,,,35.693385027582,139.54856237333,
738,E1320400006121,ピオーネ三鷹,東京都三鷹市井口1-17-22,,,要配慮者及びその支援者,35.693888366578,139.54731696594,
739,E1320400008111,井口小学校（校舎・体育館）,東京都三鷹市井口3-7-11,1,,,35.692273860877,139.5445034434,
740,E1320400010111,第四小学校（校舎・体育館）,東京都三鷹市下連雀1-25-1,1,,,35.69548650513,139.56873924602,
741,E1320400011121,三鷹ひまわり第三共同作業所,東京都三鷹市下連雀3-11-8,,,要配慮者及びその支援者,35.697548759936,139.56299078769,
742,E1320400012111,三鷹駅前コミュニティ・センター,東京都三鷹市下連雀3-13-10,1,,,35.699519789023,139.56305092165,
